previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(259) [T] Tell me what answer you got.
(260) [S] We got 9.
(261) [T] Okay.
(261) [T] Did anybody else get an answer?
(261) [T] Okay, give me your answer?
(262) [S] We said 8 at first.
(263) [T] Okay.",8 and 2/3.,264.0,"(265) [S] 8 and 2/3.
(266) [T] Okay.
(266) [T] Listen very carefully.
(266) [T] Nine and eight, listen.
(266) [T] I would like you guys to give me your strategy that you used to do this.
(267) [S] We tried to find the closest to 13 because we knew that nothing times 3 equals 13, so we did 4 and 3 equals 12.
(268) [T] Okay.",0,0
"(229) [T] Hang on, we're doing addition and subtraction from left to right.
(229) [T] When I look at this, I see an addition problem first.
(230) [S] let's say it's five plus 10 and that's 15.
(231) [T] This one should have four plus 10.
(232) [S] No,
(233) [T] Yours is five, so sorry you might have a .
(233) [T] Which is 15, minus 2, to finish us off, please, Rachel.",The 15 one,234,"(235) [T] Alan, did you just catch that error that we noticed?
(235) [T] you have a question?
(236) [S] Oh, no, I was just about the
(237) [T] Thanks for watching so carefully.
(237) [T] All right, let's tackle number five Rose.
(237) [T] What should we do first?
(238) [S] The first step is grouping and number five plus is five.",0,1
"(517) [T] Continue, please.
(517) [T] No reason this shouldn't work.
(518) [T] Okay.
(518) [T] All right.
(518) [T] Put your name on there.
(519) [T] You fix your paper so that I can take it, and your name needs to be on that.
(519) [T] You have to staple these.","The next one two, 10.",520,"(521) [S] Hold on.
(521) [S] I'm almost done.
(522) [T] I would like you to work on some math class because you are not doing homework until tomorrow night .
(523) [S] What?
(524) [T] No homework tonight because it's a day-two lesson.
(524) [T] Okay?
(525) [S] I don't know.",0,0
"(372) [T] because minus two X minus five.
(373) [S] Minus one.
(374) [T] Minus?
(375) [S] Minus (inaudible).
(376) [S] No, minus 13.
(377) [S] Minus 18.
(378) [S] But how much is it when one does minus 13 minus five?",Minus 18.,379,"(380) [T] Well, minus 13 minus five, you've got 13 objects missing, someone asks you for five more, you've got 18 missing.
(381) [S] Ha, yeah.
(382) [S] (inaudible) divided by two.
(383) [T] It seems to me, I don't know... And then after?
(384) [S] Divided by a half.
(385) [T] No.
(386) [S] Not divided, times a half, yeah.",0,1
"(89) [T] What do you think if we were gonna graph two to the X power?
(90) [T] Think about that in turns.
(90) [T] We found that two to the one was two.
(91) [S] Two.
(92) [T] Two to the two was four.
(93) [S] Four.
(94) [T] Two to the three was?",Eight.,95,"(96) [T] And two to the fourth was?
(97) [S] Sixteen.
(98) [T] What do you think that graph's gonna look like?
(99) [S] It- a curve.
(100) [T] Yeah.
(100) [T] It's gonna be a curve.
(100) [T] Think about that.",0,0
"(177) [T] 14, and then...
(178) [S] 21
(179) [T] 21, and then...
(180) [S] 28
(181) [T] 28, that's all multiplication that you're doing in there when you're skip counting.
(181) [T] So if I said let's say, let's count by fours, if we were looking at a four by four array and we needed to figure out how many were in there, we could count by fours, right?
(181) [T] Four...","Eight, 16.",182,"(183) [T] 12...
(184) [S] 16
(185) [T] And I even have kids when they're starting multiplication, what they do is they'll write that down.
(185) [T] They'll write down four, and then they'll say five, six, seven, eight, nine, 10, 11, 12.
(185) [T] Whoa, whoa... 13, 14, 15, 16.
(185) [T] And then I'll say, okay, I have one, two, three, four groups of four, that equals 16.
(186) [T] So skip counting is another great tool that we can use when you're starting to multiply.",0,0
"(201) [T] You have a question, bring it to me.
(201) [T] You keep it, the negative two.
(202) [S] Okay because I have a form, just not with me but I'll bring it right back.
(203) [S] Amy wants scholarships for basketball, right?
(203) [S] Do you want a scholarship for basketball Noah?
(204) [S] Basketball?
(204) [S] Maybe basketball.",Amy do you want a scholarship for basketball?,205,"(206) [T] All right, enough.
(206) [T] You guys don't get it anymore.
(207) [S] Must be nice to play basketball.
(208) [S] Okay, tell me why this unit makes sense?
(208) [S] Tell me why I can do all this stuff from all the  units but my test
(209) [T] You know what?
(209) [T] You probably have the most consistency in this unit, percentage of being here.",0,1
"(15) [S] That's not right.
(15) [S] She puts one half on the zero.
(15) [S] That is half between  negative and positive, but that is not a half on the number line.
(15) [S] Yeah.
(17) [S] She is putting a half there we have three negative and three positive numbers, she  is using negative three as the beginning of the line and the positive three as the  end.
(18) [S] It should be one half between zero and three because on that side is the negative  side.
(19) [T] Bryan thinks it should go between the zero and the three.","I do, too.",20,"(21) [S] I think she is right.
(22) [S] I don't think so because its at the end.
(23) [T] Let us hear what Graham thinks.
(23) [T] Graham?
(24) [S] Well, she might have thought the ones before the zero like the three, two, one  were not negative.
(25) [T] Where would you put the one half , Graham?
(26) [S] But if I did not know it was negative, I would put it under the zero.",0,1
"(553) [T] Fine.
(553) [T] Lucko, how many problems did you calculate on your own?
(554) [S] All of them.
(555) [T] All the problems and you're satisfied with the results.
(556) [S] Yes.
(557) [T] Yes?
(557) [T] So you had some problems in the beginning...","When I figured out the formula, it got easy after that.",558,"(559) [T] It got easy for you, great.
(559) [T] You may quietly return to your seats.
(559) [T] How are you doing over here?
(560) [S] We've discussed all the problems.
(561) [T] Excellent.
(561) [T] You may return to your seats.
(561) [T] Were you having any difficulty?",0,0
"(nan) [T] Okay.
(nan) [T] agree disagree?
(nan) [T] Okay, awesome.
(nan) [T] And Brody, I need to be part of this discussion.
(nan) [T] So why how do you know that it's closer to zero?
(nan) [T] Would anybody like to show the thinking?
(nan) [T] Brody","Because minusing a half from that, it wouldn't be a half again.",,"(nan) [T] Say it again. 
(nan) [S] So you're taking, so you're taking away a half.
(nan) [T] A half.
(nan) [T] So you're saying you're supposed to have this is what we're taking away?
(nan) [T] Oh, okay.
(nan) [T] So I just want to make sure I understand what you're saying.
(nan) [S] So you're taking, so there's the one half there, that doesn't mean it would be one half again?",1,0
"(35) [T] Alright, go ahead and mute, please.
(36) [S] I did make my monster have the biggest arm ever so I can fit all of them in.
(37) [T] Yeah, so sometimes depending on the problem, the arm is gonna be pretty fat.
(37) [T] Now that's okay.
(37) [T] he's a special monster.
(37) [T] Okay, so the first answer in my arm over here is 600 times eight.
(37) [T] How am I going to do 600 times eight?",Going six times 8,38,"(39) [T] good six times eight.
(39) [T] And what is six times eight?
(40) [S] Six times a is
(41) [T] Anybody what is six times 8?
(42) [S] 42?
(43) [T] Well, that's really close.
(44) [S] 46",1,0
"(527) [S] Yep, Jessie.
(528) [T] All right?
(528) [T] Now watch Ashley, you ready?
(528) [T] When I put in three, two times the three would be six-
(529) [S] Six.
(529) [S] Oh yeah.
(530) [T] Divided by three would make?",Two.,531,"(532) [T] Two.
(532) [T] Six divided by three is two, right?
(533) [S] I know it's two.
(534) [T] Okay, plus eight would make, 10.
(534) [T] So three would be 10; well what's two plus eight?
(534) [T] Ten.
(535) [T] So if that's a 10, this one I'm sure has got to be something bigger.",0,0
"(172) [T] You forgot our decimal point.
(173) [S] Zero and three ten?
(174) [T] Not 10s, tenths, that T-H on the end, good.
(174) [T] Zero and three tenths.
(174) [T] Okay, so you just said it perfectly, zero and three tenths.
(174) [T] What would three tenths look like as a fraction?
(174) [T] Kim?",Ten.,175,"(176) [T] Ten, what about the three?
(176) [T] What would our denominator be?
(176) [T] You just said it, what would our denominator...
(177) [S] Ten.
(178) [T] So our denominator is going to be 10 because it's broken into 10 pieces and what would our numerator be?
(179) [S] Three.
(180) [T] Three.",0,0
"(493) [S] Because where does the half go?
(494) [S] Yeah, in between.
(495) [T] It would be between the squares.
(496) [S] Wait, so this would be halves, not zero.
(496) [S] This would be a half, not zero.
(497) [T] Okay, what are you doing with yours?
(497) [T] Triple the first number of the ordered pair.",This says double.,498,"(499) [T] So-
(500) [S] We're doubling this number.
(501) [T] Oh, double the first number, halve the second number.
(501) [T] So what is double the first number?
(502) [S] 16
(503) [T] And what is half of one?
(504) [S] A half.",1,0
"(7) [S] Like I know how to write in words it's just the spelling is.
(8) [S] I think we all have to spell it all correctly.
(9) [T] You know what?
(9) [T] If there's spelling errors, those are fine with me.
(9) [T] As long as you can tell what it says.
(9) [T] All right.
(9) [T] Please share with your shoulder partner what you wrote.",Twelve and 84 hundredths.,10,"(11) [T] 3,2,1 zero.
(11) [T] I'm not sure exactly what you guys wrote because you didn't really mention it.
(11) [T] 12 and 84 hundreths.
(11) [T] Here's the next one.
(11) [T] you're gonna get about 30 seconds to do this.
(11) [T] Would you like a marker that's not red?
(12) [S] I have a black one.",0,0
"(nan) [T] OK.
(nan) [T] Ankur?
(nan) [S] Like, the same thing Brian said. 
(nan) [S] Cause B had the, like, the middle numbers, and A only had, like, one, and twelve, and‐I mean, like, two and twelve. 
(nan) [S] And they’re not that commonly rolled.
(nan) [T] Angela? 
(nan) [T] Did you have any ideas before you started?","Like, the same thing Brian said.",,"(nan) [T] So you were just thinking about it the way Brian was thinking about it? 
(nan) [T] What about you, Matt, what do you think?
(nan) [S] I th‐I thought it was the same way Steph said. 
(nan) [S] Like, I thought in the beginning that, you, that, player‐player A has more numbers than player B. 
(nan) [S] Player A ‘s gonna win, but then player B is always winning.
(nan) [T] Yeah. 
(nan) [T] Magda, what did you think? ",0,1
"(163) [S] It's either two twenty-fourths or  one twelfth.
(164) [S] They're both the same answer.
(165) [S] They're both the same answer.
(166) [S] I know.
(168) [S] But why would we need the purple.
(168) [S] The purple would be  too big.
(169) [S] Six purples equal up to the whole train you made.",But why do we need - we don't need sixths.,170,"(170) [S] We only need  thirds and fourths.
(171) [S] Yeah why would we need that?
(172) [S] And twelfths and twenty-fourths.
(172) [S] That's all we need.
(173) [S] Ok [sighs]
(174) [S] I don't think we need sixths.
(175) [T] So it sounds like Amy is answering a different question.",1,1
"(145) [S] A whole?
(146) [T] Gabby.
(147) [S] Two halves.
(148) [T] Nope, I want just a fraction.
(148) [T] Marco.
(149) [S] Two, twos.
(150) [T] Oh.",Two halves?,151,"(152) [T] Does-
(153) [S] God, two halves?
(154) [T] -two twos-
(155) [S] Wow, yes.
(156) [T] -equal one?
(157) [S] Yes.
(158) [S] That's, yes.",0,1
"(556) [T] Okay, then applause.
(556) [T] Wonderful.
(557) [T] Okay.
(558) [S] [Laughter]
(559) [T] People who didn't understand it please listen to it closely, okay?
(560) [S] First of all...
(561) [T] [Laughter]",After this.,562,"(562) [S] The place that has a weird place like this.
(563) [S] I got it.
(564) [S] In the place that is below this, like this draw a line and, uhm, we make it into a triangle, okay?
(564) [S] Ha- then this-
(565) [S] This.
(565) [S] Something that has this side as a base?
(566) [S] That has it as a base?",1,0
"(95) [S] Six.
(96) [T] If you take one of them out of there, what's your fraction?
(97) [S] Five.
(98) [T] One out of, how many did you need?
(99) [S] Six.
(100) [T] Did it work?
(101) [S] No.",Yes.,102,"(103) [T] Yes.
(104) [S] Yes.
(105) [T] All right, let's simplify.
(105) [T] We got a little complicated there, let's back up and let's simplify.
(105) [T] All pen and blocks back on the tray.
(105) [T] We're going to compare two fractions now, in which we must find a common denominator.
(106) [S] What if you already know the answer without the common denominator?",0,1
"(22) [S] I need to eat less and then they'll eat less.
(23) [T] Okay, Paige.
(23) [T] What about you?
(23) [T] What do you think?
(24) [S] I think that it changes because for adults.
(24) [S] since we're kids, our bellies aren't that big.
(24) [S] How adults are.",They're Bigger.,24,"(25) [T] Okay, so are you saying Paige that adults eat more than children?
(26) [S] I think so.
(27) [T] Okay, does anyone agree with Paige?
(28) [S] I disagree.
(29) [S] I agree.
(30) [T] Right.
(30) [T] Oh, okay.",0,1
